;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;4.6;0;0;0;0;0;0;0;0;0;0
;0;2.4;0;0;0;0;0;0;0;0;7.7;0
;0;0;0;0;0;0;0;16.5;0;0;0;0
;0;0;0;0;0;0;0;10.3;0;0;0;0
;0;0;0;0;0;0;0;3.4;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;301.1;0;0;0;0;0;0;0;0
;0;0;0;1.4;0;22.1;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;8.3
;0;0;0;0;0;0;14.9;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;520.9;0;0;0;0;0;0;0;0;0
;0;0;11.2;0;0;0;0;0;0;0;0;0
;6.2;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;23.1;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;18.6;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;18.8;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;;0;0;0;0;0;0;0;9.4;0;0
;0;;0;0;0;0;0;0;0;0;0;0
;0;;0;;0;;0;0;;0;;0

