;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;1.9;0;0;0;0;0;0;5.1;0;0
;0;0;0;0;0;0;0;0;0;27.5;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;1.6;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;14.1
;0;0;0;0;0;0;0;1.2;0;0;0;0
;0;0;0;0;1.3;0;0;0;0;0;0;0
;9.6;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;5.3;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0.8;0;0;0;0;0;67.3;0
;0;0;0;0;0;0;0;0;0;0;12.0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;3.8;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;1.7;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0.9;0;0;1.9;0;0;0;0;32.6;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;2.2;0;0;0;0
;0;;0;0;0;0;0;0;0;0;0;0
;0;;0;;0;;0;0;;0;;0
