;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;5.4;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;9.3;0;0;0;0;0;0;0
;0;0;0;0;0.1;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;7.9;0;0;0;0;0;5.3;0;0;0;0;0
;0.3;0;8.2;0;0;0;0;0;0;0;0;0
;0;0;1.1;0;0;0;0;0;0;0;10.2;0
;0;0;0;0;0;0;0;0;0;0;0.7;0
;0;0;0;8.7;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;5.6;0;0;0;0;0
;0;0;0;0;0;0;0.2;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;7.1;0;0;0;0;0;0;0;17.8;0;9.9
;0;0;0;0;0;0;0;0;3.0;2.1;0;4.2
;0;0;0;0;0;0;0;0;32.1;0;0;2.0
;0;0;0;0;0;0;0;0;9.0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;10.4;0;21.9;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;;0;0;0;0;0;0;0;0;0;0
;0;;0;;0;;0;0;;0;;0

